average_stars,compliment_cool,compliment_cute,compliment_funny,compliment_hot,compliment_list,compliment_more,compliment_note,compliment_photos,compliment_plain,compliment_profile,compliment_writer,cool,elite,fans,funny,name,useful,user_id,yelping_since
3.09,148,3,148,30,0,11,99,33,245,3,60,491,"2012,2013,2014",32,216,Jessica,1074,YvfU5_gDkflMJZEyXZuZ3A,2011-03-04 18:28:06
3.77,10,0,10,0,3,3,7,0,35,2,8,222,"2011,2012,2013,2014,2015",15,163,Marc,928,Ywc1MJggrVrGB60XD4qKUA,2009-03-20 11:27:13
3.72,407,16,407,314,20,28,124,16,337,9,144,3015,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",121,3132,Heather,4169,-ugFDhdMt-p8-2dA-Tmxiw,2007-08-08 17:47:07
3.01,3,0,3,3,0,0,11,2,8,0,6,199,"2014,2015",24,287,Truth Or Dare,977,VrMaL32wWNed_DjOcsO3Ng,2012-08-19 21:18:41
3.63,7,0,7,2,0,1,9,1,8,0,13,147,"2012,2013,2014,2015,2016,2017",17,117,David,472,u2MBv3fh1GqqMlpvtRBb4g,2011-02-09 19:45:48
3.79,5,0,5,1,0,0,2,1,4,2,3,133,"2013,2014,2015,2016,2017,2018",12,98,Colin,320,OrwO9ILx-4KbvURCSLnr9A,2010-07-09 19:44:34
3.64,5,0,5,5,0,2,3,1,6,0,4,236,"2015,2016,2017,2018",14,173,Frank,497,hKadqBeua5AHailze15wIA,2006-09-03 16:39:07
3.92,47,3,47,16,2,7,24,4,68,6,17,368,"2013,2014,2015,2016,2017,2018",30,259,Christina,760,NTuvVb-ZwQ_rFn6W9Krm7A,2010-07-04 00:53:46
4.28,87,1,87,52,3,6,44,18,97,5,28,667,"2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",64,678,Gene,1285,rAae3qQbzb_H0DGSQquhiw,2006-08-18 22:20:43
4.16,3,0,3,0,0,0,1,0,1,0,1,126,"2017,2018",17,34,Will,289,8VPCVY70TcE353gRruotWQ,2009-08-02 20:08:27
4.04,111,17,111,128,7,10,39,14,58,9,50,724,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",22,526,Christine,1192,Qpmco1Cpe0NLyqhjm_PlzA,2007-05-07 20:53:36
3.3,69,0,69,43,2,5,55,2,58,0,30,399,"2012,2013,2014,2015,2016,2017,2018",18,455,Samantha,1457,aj9ucN-8XSUCX8wWuddEdQ,2011-06-04 12:21:08
3.58,5,0,5,1,0,3,6,0,2,1,9,83,"2011,2012,2015,2016,2017,2018",12,109,Ryan,396,bkgoLpWvFMIzQqX47-AyDA,2011-07-19 14:36:56
4.13,86,0,86,53,0,3,36,21,71,2,58,878,"2015,2016,2017,2018",41,729,Michelle,1206,zCGgbC4ImbhA-CsTJ4zJeg,2015-01-15 14:38:58
3.73,280,7,280,183,11,31,152,46,319,19,114,1823,"2010,2011,2012,2013",68,1922,Archibald,2575,GRVILGsSNpUwfB4-xIgKzA,2010-08-17 08:34:16
4.1,1040,86,1040,1542,8,112,856,395,735,39,253,4000,"2011,2012,2013,2017,2018",430,2752,Natasha,4742,Azkt7v-m9iBLjMZtCMxorg,2007-09-20 19:02:43
3.81,481,6,481,157,1,19,168,104,636,9,99,2612,"2015,2016",120,1583,Ron,2889,NZOTHK7fVn_4L966mk25EQ,2010-04-06 17:01:51
4.12,514,4,514,166,0,20,292,487,1514,17,109,4587,"2016,2017,2018",400,2289,Dani,5024,hu53X0AgSKMt8UuHjp5ZLw,2015-04-08 18:18:41
3.74,25,1,25,3,0,1,4,0,7,2,4,163,"2010,2011,2012,2013,2014,2015,2016,2017,2018",13,112,Daniel,432,gjVmY2pSsHAjuxDB9_wbTA,2009-06-14 14:44:56
3.82,577,14,577,201,0,13,191,308,441,16,148,4027,"2015,2016,2017,2018",165,2754,Stephanie,4571,jZva3shzpd7s8XCml_8AyA,2014-09-02 01:53:24
3.71,2,0,2,0,0,0,2,0,0,0,1,39,,7,131,Kevin,206,qk7tivd9unZd7x_8z2fCvw,2013-03-16 00:53:39
3.8,16,0,16,11,0,1,19,8,10,1,21,289,"2015,2016,2017,2018",16,220,Garrett,624,61u3vzrb9XW7UXmGrVAx4Q,2011-09-23 18:23:23
4.01,44,1,44,19,0,3,16,11,54,3,28,483,"2012,2013,2014,2015,2016,2017,2018",48,398,Sam,798,7w1peKdIy44v6MxjZI4ugA,2008-01-08 01:43:25
3.7,32,1,32,15,2,2,17,6,35,4,39,268,"2013,2014,2015,2016,2017,2018",22,125,Kim,780,iTG0XVQHyCSKm87gfuUfZw,2012-10-02 19:36:26
3.73,104,4,104,61,0,7,20,5,42,0,24,916,"2013,2014,2015,2016,2017,2018",48,643,Ivan,1355,q0nf0MjkYNlW_nrnOpz1BQ,2011-03-14 04:55:04
3.86,69,4,69,47,3,7,28,14,41,9,26,397,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",40,313,Mark,670,XUkunR32w3WHB1PI9QukEw,2008-03-04 18:21:48
3.99,9,0,9,2,0,1,3,2,14,0,6,146,"2014,2015,2016,2017,2018",14,47,Erica,329,dnHvmhmUgO2eLn-oJZdQbA,2013-11-24 05:51:37
4.02,414,8,414,253,3,22,93,35,277,24,174,1604,"2013,2014,2015,2016,2017,2018",103,1365,Nitar,2298,IIFUSAByx3fLmpe4h8tJ4g,2011-07-22 18:40:29
3.71,215,7,215,76,6,15,157,80,230,6,55,1675,"2012,2013,2014,2015,2016,2017,2018",90,1052,Christian,2399,g3D3EPeKojRwkIOu1gvASQ,2010-07-19 02:45:01
3.54,10,1,10,1,0,0,8,0,4,0,1,161,,7,103,Chris,469,YoIcoP8zV6HJaJyV922QVw,2007-01-26 04:41:41
3.22,7,0,7,6,0,6,4,0,8,3,3,137,"2011,2012,2013,2014,2015",14,131,Patrick,441,_fpHXd9VRJEtyenHIRjygg,2009-09-19 07:25:14
3.59,57,3,57,16,0,2,24,8,33,1,18,573,,13,532,Sharon,907,xxhjX14h8cQyKSuTQFy1Lg,2011-03-12 02:30:38
3.36,295,25,295,241,10,37,198,36,386,9,148,1849,"2011,2012,2013,2014,2015,2016",103,1798,Pillin,2512,B9lDn4yYQrazBbAeb4Zn5w,2008-10-07 15:28:05
3.75,465,0,465,224,2,6,54,55,156,2,89,1794,"2012,2013,2014,2015,2016,2017,2018",53,1037,Addie,2503,tw1YfWwGJffPlUNTl_w1fw,2011-12-24 23:13:39
4.21,9,3,9,6,0,3,9,9,22,3,15,601,"2015,2016,2017,2018",63,383,Haley,975,ryf4jg4g3xweyIjkGOY3vg,2008-09-13 05:27:51
3.68,3,0,3,3,0,2,7,1,5,0,0,94,"2016,2017,2018",8,90,Madhuri,355,t9Bh8B5a5QUS9G_8OPlm2g,2007-10-17 04:48:42
3.93,16,0,16,18,0,3,6,0,10,2,6,230,"2007,2008,2010,2011",24,166,Fern,340,7WT_zyky7QP9OKs5_xSTSA,2006-08-13 16:31:17
4.04,16,0,16,6,0,6,16,3,20,1,7,171,"2007,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",12,115,Shep,376,2MmSdcu9xXoy_l1OeSXr2Q,2006-01-07 23:45:33
3.69,17,2,17,8,0,5,16,5,24,0,8,238,,37,205,Albert,606,sILEA5_pp6-wrV2NOhcx0Q,2009-07-10 18:23:37
3.81,31,0,31,41,1,3,14,11,47,0,28,294,"2012,2013,2014,2015,2016,2017,2018",23,259,Paul,775,71XStF5U0kmJw2Iym9fclQ,2012-06-29 18:40:00
3.74,223,31,223,295,6,8,74,27,257,15,37,740,"2009,2010,2011,2012,2013",46,844,Tisha,1160,LFha-r2VljAzN13YwySTXw,2009-02-26 01:34:57
3.33,33,4,33,14,6,21,10,9,35,3,13,570,,18,523,Raymond,922,DqZL39PwB52IOHLQHP6yxw,2008-09-16 18:30:38
3.63,64,0,64,57,1,5,10,13,28,0,21,347,"2015,2016,2017,2018",53,232,Jennie,873,KUGVrlA84EcboBHsVwTFfw,2012-07-16 14:03:26
3.27,26,3,26,11,0,7,8,8,10,4,17,281,"2010,2011,2012,2013,2014,2015",28,237,Cintya,566,TyepNPbEnMCy1_IhsT0YAg,2010-03-13 16:44:44
3.81,111,7,111,55,0,17,51,22,47,4,52,485,"2006,2010,2011,2012,2013,2014,2015",59,311,Dave,1439,fou9pya19z4NWWAGZslxXA,2005-12-11 03:20:18
3.54,8,0,8,6,0,7,13,0,17,1,7,90,"2010,2011,2012,2013,2014,2015,2016",24,117,Scott,410,IkqQDwwDuLpqmFf8VqNNkA,2009-04-24 20:51:02
3.6,13,0,13,20,0,4,14,2,23,0,7,500,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",16,496,Eric,906,mTM1yxoV9I0_SSK1mLldmA,2009-03-16 15:44:30
3.77,57,10,57,60,1,12,22,38,55,1,35,480,"2010,2011,2012,2013,2014,2015,2016,2017,2018",60,361,Christine,768,Dm6CKWzuiZvIhUj9feJYDw,2007-05-10 14:57:07
3.94,3666,5,3666,1955,9,178,664,1185,2642,123,1344,15013,"2013,2014,2015,2016,2017,2018",347,10735,Rob,16431,Gppf1W0Bk9olxs1vplhmUg,2012-08-28 23:08:36
3.75,10,0,10,6,0,5,8,9,21,2,7,378,"2015,2016,2017,2018",52,199,Godley,716,Cz6Zc3A7R4iUaYvEdRe2Yg,2012-04-13 16:28:59
3.79,1081,176,1081,1410,34,97,499,66,475,62,217,5103,"2007,2008,2009",175,7594,Diana,5076,6hyruwkQ6wPZHBSnOuXu7A,2007-04-25 22:27:57
4.01,30,1,30,14,0,1,10,6,23,1,27,283,"2013,2014,2015,2016",41,272,Leo,835,dbOh1k-qlVl3zDz4yjuriw,2011-04-02 20:41:52
4.61,6,0,6,2,0,2,3,20,19,0,7,478,"2016,2017,2018",10,337,John,611,wl7VR72-u8ADycZAwGC8gQ,2010-04-16 23:16:19
3.31,7,0,7,2,0,2,8,0,7,1,4,119,,7,100,Matt,366,-tnodf38uCXjogMhZtcWxw,2008-08-26 14:24:16
3.79,11,0,11,9,2,3,12,4,26,1,8,196,"2010,2011,2012,2013,2014",22,139,Kevin,400,8gO5GPyZZgtpouv1pmPprA,2010-06-08 18:52:14
4.08,41,0,41,49,2,2,21,9,24,0,32,317,"2010,2011,2012,2013,2014,2015,2016",28,123,Peg,1032,PAc93PtEbYDtytBQ9Dyjug,2010-03-28 23:02:54
3.9,26,1,26,23,1,4,8,2,18,2,23,249,"2012,2013,2014,2015,2016,2017,2018",17,118,Jennifer,773,_VTEyUzzH92X3w-IpGaXVA,2012-04-13 18:37:08
3.65,4,0,4,3,0,3,8,0,9,1,4,87,,13,174,David,300,1RmLZ2Nuex3mTYZYmxnz6g,2009-06-19 20:35:20
3.91,0,1,0,5,0,6,3,0,3,0,6,151,"2014,2015,2016,2017,2018",12,115,Colleen,502,sM781rnn1Lvh_WzsPnuvPg,2009-10-18 00:46:33
3.92,57,0,57,14,0,5,28,32,49,1,53,1118,"2016,2017,2018",42,982,Jeff,1551,8Rpk6vGtWnZ9RY_3RgDOuw,2008-05-13 07:05:21
3.09,0,0,0,0,0,0,3,0,5,0,0,47,,2,79,Jafey,245,nLN_gehnTY6vRgpNJP2tOg,2012-04-19 00:34:15
3.71,39,3,39,25,0,4,21,30,29,0,26,600,"2014,2015,2016,2017,2018",49,386,Cathryn,1326,9Y1ljNsHeK-FpJ3SAYFC4w,2011-11-06 23:22:55
3.23,8,0,8,5,0,1,2,0,5,0,1,96,,11,67,Sonny,322,JvRC2InlYud__2xV6zl6gg,2008-02-17 20:19:14
4.2,54,1,54,33,0,1,7,38,27,0,9,849,"2016,2017,2018",44,527,Angel,1093,iOm2t8Nd3RgNwFnGrTPdvQ,2015-11-16 17:58:40
3.77,707,34,707,320,2,62,639,1098,764,15,108,1687,,72,860,Leo,2564,kEbMsY0LNbu4VaoEAMc9tg,2013-04-12 10:33:44
4.28,4,0,4,1,0,4,5,1,12,0,7,413,"2015,2016,2017,2018",14,29,Bill,262,Nl_3TE2rUF63bmM680484A,2011-02-23 03:14:39
3.31,4,0,4,1,0,1,2,0,3,0,1,57,,1,38,wolfie,149,-p9MYS2eZhUnHacbMAc_6Q,2008-01-19 17:56:42
3.61,8,0,8,6,0,3,10,0,15,0,9,193,"2012,2013,2014,2015,2016,2017,2018",12,222,Steven,1000,_5-AfjMHds95EDdAz1z0UQ,2009-09-19 13:58:56
3.66,122,1,122,45,4,16,70,40,101,1,35,1286,"2014,2015,2016,2017,2018",76,728,Jared,2183,gzQaaoPzzQi83QMS7XdrKg,2012-10-07 17:24:33
3.88,8,0,8,2,0,1,3,7,7,0,0,282,"2017,2018",31,166,Chelsea,576,CkqeeB57x39C61ClT7szag,2017-01-07 20:16:23
4.34,1601,75,1601,1687,26,83,596,233,1098,57,308,3180,"2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",151,2475,Jing,3532,bJ1XTLVgUrITrkuxqAQDXA,2007-02-05 22:23:55
3.64,136,17,136,117,10,19,65,102,141,20,158,4024,"2011,2012,2013",197,4967,Elizabeth,4489,dtZsG6UHihMBQhwNFI_LBg,2009-11-09 21:29:39
3.73,30,0,30,12,1,1,9,0,19,0,6,424,"2012,2013,2014,2016,2017,2018",27,246,Samantha,630,i8jMfvAuWkiB9881EO2VOg,2010-02-19 04:12:14
4.38,0,0,0,4,0,0,8,9,5,1,11,204,"2017,2018",19,103,Jacqueline,422,QGOtNZfasBwWCuawKjypYA,2016-05-15 16:46:17
3.76,386,33,386,352,16,45,211,237,252,31,185,1252,"2012,2013,2014,2015,2016,2017,2018",148,814,Claire,1900,f92md2NWsZTEUjI7Fr3tHw,2007-03-29 22:30:35
3.66,40,2,40,25,7,6,30,12,42,14,17,344,"2013,2014,2015,2016,2017",30,317,Amy,1064,LAdHVZOBp3wg5DHUCjy0hA,2010-01-18 08:35:35
4.25,168,7,168,98,1,19,39,64,173,12,99,1792,"2013,2014,2015,2016,2017,2018",102,1367,MyTien,2360,NMDayrA20FC7OZXPUbNZZQ,2009-02-24 21:07:22
3.72,27,0,27,13,0,3,7,0,13,0,6,183,"2011,2012,2013,2014,2015,2016,2017,2018",24,75,Jessica,471,LZt80LbsfQ9kOz96H7c1bA,2010-12-30 20:54:04
3.29,180,7,180,139,9,24,144,17,297,8,65,1261,"2010,2011,2012,2013,2014,2015",44,1125,Roma,2123,J56C7Dc9E7Q0mpMTJGW6Qw,2009-05-06 18:49:10
4.33,35,0,35,14,0,2,13,15,38,0,32,412,"2013,2014,2015,2016,2017,2018",15,81,Ann,671,YlWqbKfRinSudpLlgTxKbA,2013-02-10 20:50:09
3.22,1,0,1,0,0,0,23,0,9,0,4,74,2018,12,123,Peggy,921,VHDp-mxci3D2i2YX551ZqA,2014-05-28 16:48:14
3.23,17,4,17,15,0,7,36,3,32,4,24,757,"2011,2012,2013",34,889,Allison,1600,b0ekv3dDprfcXFWOHuNlvA,2009-02-23 08:21:51
3.3,108,19,108,114,0,6,30,1,51,2,45,983,"2007,2008,2009,2010,2011,2012",42,965,Linda,1212,FKyQWTe-yrm1tRTRveurkA,2007-03-08 23:24:54
3.9,17,0,17,20,0,4,15,0,16,0,5,114,"2009,2010",13,64,James,206,gEAQtuovjciyrbgaLWSv1Q,2007-07-08 16:10:05
3.4,8,0,8,1,0,1,6,0,5,0,3,522,"2011,2012,2013,2014,2015,2016",12,133,Brad,929,diYDRliQybz0HVg1MlAdpw,2011-03-14 19:41:40
3.98,14,1,14,9,0,1,12,1,12,1,16,280,"2014,2015,2016,2017,2018",23,126,Marissa,626,6Y5-r1fDVyKE4eUkEVd6WQ,2014-05-30 03:35:31
3.9,6,0,6,3,0,0,5,0,11,0,11,125,"2014,2015,2016,2017,2018",6,258,Wulfstan,425,XMGCnzgUNyXbtO5aHjJfxA,2009-04-09 23:13:18
4.03,952,119,952,1106,6,27,227,47,402,34,94,3080,"2009,2010",37,2668,Andrew,3060,_S5tB9stFX3YKLBPVoEjqA,2008-07-29 04:46:58
3.92,1555,24,1555,762,3,47,271,414,1212,64,279,9448,"2012,2013,2014,2015,2016,2017,2018",383,7057,Patricia,10439,cEg_uFsiKy7cbwywAmEYxA,2009-12-17 00:36:04
3.9,21,1,21,13,0,5,7,1,15,1,17,156,"2012,2013,2014,2015,2016",17,138,Jenny,393,FGmwQ2eV2pOy1j7u4Q-XrQ,2011-06-08 19:21:06
4.14,89,0,89,37,1,5,28,240,143,1,17,872,"2015,2016,2017,2018",30,514,Kyoko,1298,bUX4O-laTnb8-SSYdy4RXA,2015-02-07 15:11:19
4.2,61,0,61,29,0,10,5,4,33,1,22,360,"2012,2013,2014,2015,2016,2017,2018",29,109,Marissa,817,_Kplrc1bDTce2Pw3xRr51A,2011-07-31 11:19:25
4.13,2,0,2,0,0,0,6,0,9,0,1,176,,6,168,D,657,53JHz4dbMg9JfuzakOZK4A,2013-02-26 01:18:34
4.03,8,0,8,12,2,2,14,0,13,2,1,180,"2009,2010,2011",10,149,Kirk,477,GwvH_Al6kqVmX8_gB607TQ,2009-05-02 23:55:32
3.99,49,0,49,17,0,6,19,20,46,0,42,812,"2014,2015,2016,2017,2018",48,425,Michael,1591,YdHs4a_-U1OfV6ITKBd3oQ,2010-03-01 04:17:39
3.37,7,0,7,2,0,5,9,0,6,0,2,72,"2010,2011",9,78,Gil,212,GyvxxadKsFRNEY0v6S8c3A,2008-01-13 06:12:12
3.69,94,4,94,81,1,8,61,5,178,3,15,445,"2010,2011,2012,2013,2014,2015",23,314,Stephanie,931,F8aIrswXr4zFwtPH36w1sA,2008-01-04 20:02:09
4.51,9,0,9,5,0,1,3,3,9,0,10,314,"2017,2018",14,95,John,524,0-H9ASZU3JtiI5QNM1abbA,2016-05-13 18:41:06
3.29,11,0,11,0,0,1,6,0,16,0,9,232,,15,234,Allison Wonderland,775,rUzp2KsuzpjXy_D-LfjDzA,2009-06-16 00:45:49
3.73,17,0,17,2,1,2,8,0,24,1,14,246,"2014,2015,2016,2017,2018",18,195,Jenn,725,hOanhLERJDJoiO39c4tPKg,2013-01-18 04:17:17
4.37,24,0,24,9,0,3,11,10,20,1,14,302,"2013,2014,2015,2016,2017,2018",33,218,Joanna,875,GDspDIjMNmxqJNfGWPM5_A,2012-08-07 19:10:05
3.7,99,15,99,77,1,8,71,23,64,13,50,810,"2012,2013,2014,2015,2016",133,617,Loren,1704,Kc4sxiCwygidx-HIrJAOpA,2009-09-14 19:21:45
3.85,17,2,17,10,0,3,14,2,18,0,13,245,"2012,2013,2014,2015,2016,2017,2018",23,165,Marc,689,Afo2N4GUlYsmYM9KcbW7IQ,2006-10-12 16:59:56
3.65,63,4,63,67,0,6,27,10,65,4,20,392,"2011,2012,2013,2014,2015,2016,2017,2018",28,303,Shunda,953,L_bZ23eqm2sBJ-1RqJQyqg,2009-07-20 23:48:26
3.73,17,1,17,12,0,6,7,0,20,2,13,254,"2013,2014,2015,2016,2017,2018",40,176,Lisa,727,FM_dyiQ5Kw3SM0oI4NmWAA,2009-02-08 22:12:56
3.45,15,1,15,3,0,4,21,3,46,0,5,225,,34,320,Ashley,802,H2udpYwM6WtipKqMyAS5ZA,2011-08-24 08:06:47
3.66,17,4,17,8,0,1,15,25,14,1,8,248,"2015,2016,2017,2018",38,243,Jennifer,558,W-sq3lr18TNcfAwKjzU5Jw,2009-04-14 00:46:38
3.8,6,0,6,0,0,0,1,1,2,0,3,84,"2015,2016,2017,2018",16,53,Brad,250,pvo1x8mK0E9q5-q-F_pGtA,2014-06-19 01:29:40
3.89,1,0,1,0,0,3,3,0,3,1,2,98,"2016,2017,2018",6,66,Katie,289,DjK6d99XivQTyw-bFn1rkA,2014-07-28 19:15:51
3.34,6,2,6,8,0,4,8,3,9,0,9,210,"2012,2013,2014,2015,2016,2017",11,200,Leslie,489,KHZsBBgcMCnXPI2w_bMp2A,2009-01-09 16:34:20
3.93,0,0,0,2,0,0,2,1,5,0,4,99,,10,218,Sarah,464,VMB2Q7zGzuoi1RDTa8xuWw,2010-04-08 04:23:23
3.33,16,2,16,9,0,3,6,2,6,2,4,97,"2012,2013",17,49,Romana Claretta,245,uRzy7KZwZk0Ujhlhsedlhg,2011-02-28 16:36:30
3.98,14,0,14,3,0,3,13,1,16,4,12,272,"2016,2017,2018",16,112,Cori,500,ovFBhEt28yMjW6hBBHp_gA,2016-01-27 21:54:25
3.61,21,1,21,11,0,3,18,3,9,1,24,510,"2011,2012,2013,2014,2015,2017,2018",17,483,Andrew,981,vSYePKxxT-1natH7H_5eYA,2009-06-18 19:25:58
3.69,32,6,32,20,2,4,47,7,24,5,12,333,"2006,2007,2008,2009,2010",32,340,andrew,538,ChK39XM_3pNkYIeDv1OQhQ,2006-03-14 22:46:10
3.46,3,0,3,3,0,1,10,5,7,1,2,120,"2013,2014,2015,2016,2017",10,89,Jed,405,AjJIzzsWkxpEhPh3bGEYSA,2012-09-12 18:07:39
3.6,27,3,27,5,0,3,20,0,18,3,8,339,"2007,2008,2009,2010",22,272,Nana,533,B638QaaLKAYOMy086ddaug,2007-03-26 17:53:27
3.63,20,1,20,15,0,2,7,10,10,1,16,193,"2014,2015,2016,2017,2018",22,158,Nicole,525,ISEmeWUUh6bXiUvy58Jxng,2010-01-20 04:26:13
3.68,111,2,111,58,4,12,42,8,79,4,72,743,"2010,2011,2012,2013,2014,2015,2016",38,345,Andrew,1416,JImdyO8S7Rui_yDwS5d4Rw,2009-12-11 04:09:35
3.65,24,0,24,3,0,3,14,0,23,0,10,547,"2015,2016,2017,2018",9,268,Tim,923,Sqf1htPNT3-pJbRDdifp_w,2010-05-29 05:36:50
3.71,3,0,3,2,0,1,6,4,8,1,6,199,,17,213,Michael,563,GDuo33lJIH5R7xQGUhXjNg,2012-02-21 03:33:39
3.86,8,0,8,6,1,4,6,0,18,0,4,333,"2015,2016,2017,2018",14,74,Brian,634,04QFf4Kj38HumgkaRCCETw,2011-07-22 18:08:30
3.61,34,0,34,25,3,6,12,2,12,4,20,193,"2011,2012,2013,2014,2015,2016,2017",37,171,Ningxi,716,LUaWs5Y4yF_QKADPai-y3Q,2009-04-05 23:45:18
3.99,367,10,367,151,6,24,196,18,569,20,46,1053,,41,901,D.,1119,Inkxry_73bD4V5tnI943qA,2006-12-12 16:57:01
3.77,54,1,54,29,2,9,12,4,59,4,48,394,"2012,2013,2014,2015,2016,2017,2018",34,354,Irene,780,m2Pha_tvYXLNW8gYJ0OdqQ,2008-12-13 22:10:41
3.36,54,2,54,23,0,1,29,20,49,0,25,456,"2014,2015,2016,2017,2018",23,418,Valerie,914,quH7oYf3C-_klKjP-cklCQ,2011-12-24 03:33:07
3.37,55,4,55,22,8,24,65,12,39,4,56,675,"2010,2011,2012,2013,2014,2015,2016",41,443,Chris,1004,CeDUGk8wiNuTanWAXJYfTA,2009-02-01 04:10:37
3.92,65,7,65,37,1,2,15,24,28,1,50,501,"2012,2013,2014,2015,2016,2017,2018",77,389,Debbie,865,qIqHUdv0tl9QlaOaZGvz0A,2011-01-25 20:05:25
3.35,216,47,216,195,8,22,156,23,151,15,18,917,"2007,2008,2009,2010,2011,2012,2013",36,958,Kristen,1242,rfmaYGh99KpYD56qwRDC7g,2007-08-29 22:17:37
4.18,12,0,12,3,1,7,37,0,9,1,17,346,"2010,2011,2012,2016,2017,2018",9,314,Steph,661,j_An3cWUMBDyoEMPUhHSIA,2008-03-11 19:42:25
3.92,65,0,65,14,0,1,77,8,36,0,18,411,"2015,2016,2017,2018",12,140,Joan,838,y-yZaMj4p5zJ5cDjiSwOCA,2011-12-11 03:22:55
3.77,37,1,37,21,1,11,15,3,29,7,24,913,"2010,2011,2012,2013,2014,2015,2016,2017",38,936,Gordon,1353,CkaYWcb3AEW9Om2EITIeyQ,2008-01-29 21:27:37
3.98,3,0,3,2,0,0,2,1,2,0,10,152,"2017,2018",16,60,Jem,312,Rinh3I45DL3ksjnXzG6q2w,2014-11-05 17:31:22
3.54,217,4,217,153,12,12,83,15,175,0,71,954,"2008,2010,2011,2012,2013",37,1161,Esteban,1297,zp1SqeOpb7OY54x-V6F1eQ,2008-06-15 22:59:11
4.02,7,0,7,0,0,3,6,0,7,2,12,71,,7,24,S,184,812jrDJe07FljfXZmyYexw,2011-04-16 12:30:01
3.94,38,0,38,26,3,3,27,2,39,3,27,266,"2011,2012,2013,2014,2015,2016,2017",35,239,Randall,608,8frJvzVcQXp9HBBptJpTHw,2010-07-30 18:57:38
3.86,25,0,25,7,0,7,13,1,17,0,25,115,"2010,2011,2012,2013,2014,2015,2016,2017,2018",23,82,Jonathan,395,Jf5ouJvMAL2Hnw7btE7tlQ,2009-04-27 00:12:04
4.38,6,0,6,1,0,1,8,3,12,0,2,212,"2017,2018",13,101,Sandy,463,fNzgaewYge8DK2qtTPZzog,2013-06-22 23:39:04
3.95,691,25,691,496,2,65,185,532,627,41,343,3520,"2012,2013,2014,2015,2016,2017,2018",174,2821,Denise,4059,icAfIgXpLL1HdUBNESEd5g,2010-08-11 04:10:07
3.72,97,4,97,66,13,6,51,10,64,9,40,730,"2009,2010,2011,2012,2017",32,526,Kat,1145,gPK2AKr-UA_7hZus80SSng,2008-02-10 23:35:03
3.67,72,1,72,27,0,11,97,35,174,1,52,301,,14,271,George,672,MNmGprqfgj5GMcO81gyX5Q,2014-03-26 21:45:24
4.15,4,0,4,1,0,0,6,1,12,0,2,157,"2016,2017,2018",12,115,Jim,319,CpSgxKzpU88COiDuVNP5wA,2012-07-08 17:09:29
4.1,2,1,2,0,0,0,0,0,11,0,1,72,"2016,2017,2018",4,36,Doug,152,Q79YNm3K5amSjG_jwsqGXQ,2012-07-04 23:06:59
3.75,10,8,10,7,0,3,9,3,12,3,7,108,"2010,2011,2012,2013,2014",42,66,Kelsey,345,xHKfQyxJKBTRyjQjquMpAg,2010-08-17 02:18:37
3.99,307,15,307,292,3,20,78,36,359,15,59,1191,"2012,2013,2014,2015,2016,2017,2018",45,1166,Raymond,1458,7KS1PJ3kYyuSCvCrLohUpw,2008-08-24 06:18:42
3.74,11,0,11,5,1,1,10,15,21,4,12,305,"2013,2014,2015,2016",41,266,Ming,706,TB_Ov1q6L_v8GjOmqm8MeA,2009-07-15 18:10:56
4.03,109,3,109,45,1,12,44,7,95,2,52,3964,"2010,2011,2012,2013",42,3893,Tim,4303,jFMpqoGahnFtmARIpwZhEQ,2010-03-06 06:02:28
3.87,37,2,37,15,1,3,22,1,11,3,10,329,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2018",17,273,Krystin,715,_laOfCHYOXa9CuUJRabhFg,2008-01-17 20:22:34
3.85,26,0,26,31,0,3,18,6,30,3,9,244,"2012,2013",22,333,Jocelyn,520,lN7JeDlr-xoS6kTBDB9vYg,2011-07-22 06:20:47
4.04,415,0,415,155,1,12,144,177,377,46,169,6263,"2016,2017,2018",119,3807,Doug,7561,SeWsQoYPbQuMAqfRNNS6Jg,2012-02-05 01:38:10
3.93,5,0,5,7,0,1,19,1,6,1,3,216,2014,16,221,Lars,546,0tZ7Lk7VZlEjdbLzdYTrzw,2013-05-08 19:47:32
4.08,78,1,78,34,0,3,49,11,44,4,27,800,"2012,2013,2014,2015,2016,2017,2018",28,465,Christine,1284,8R4Ggec_MGNM87yN05A12Q,2012-05-29 03:15:06
4.12,92,5,92,38,0,5,40,16,79,9,45,953,2013,77,708,Alice,1319,3HwuU-XVqLJMtIvHK-EdDg,2007-02-02 00:29:53
3.51,69,6,69,31,6,9,43,1,62,2,10,363,,35,534,Sam,918,9x39z8BcCrwYmcc8p7b_tA,2006-03-28 18:52:31
4.27,319,2,319,191,2,32,74,91,505,18,85,3024,"2016,2017,2018",106,1975,Heather,3685,OYnZd9lmch7AlpmrBQFo4g,2013-02-09 15:30:18
